width,height,mean,std,label
19,16,0.242346939,0.428776634,4
13,19,0.158163265,0.365126957,4
11,19,0.135204082,0.342159708,4
13,19,0.156887755,0.36392708,4
18,19,0.228316327,0.420015474,4
13,19,0.141581633,0.348843077,4
14,19,0.19005102,0.392591674,4
18,19,0.174744898,0.379991176,4
19,19,0.202806122,0.402345973,4
19,19,0.220663265,0.414958576,4
19,17,0.160714286,0.367501662,4
19,17,0.207908163,0.406069798,4
16,19,0.25,0.433289122,4
15,19,0.195153061,0.396571484,4
19,19,0.232142857,0.422469176,4
11,19,0.139030612,0.34619933,4
12,19,0.12755102,0.333802157,4
13,19,0.165816327,0.372153097,4
17,19,0.182397959,0.386418688,4
17,19,0.177295918,0.382162743,4
19,19,0.238520408,0.426450921,4
14,19,0.18494898,0.388504021,4
19,19,0.182397959,0.386418688,4
19,19,0.181122449,0.385365449,4
12,19,0.150510204,0.357799069,4
19,19,0.219387755,0.414095987,4
14,19,0.155612245,0.362718743,4
19,16,0.18622449,0.389536228,4
15,19,0.155612245,0.362718743,4
19,19,0.177295918,0.382162743,4
19,19,0.202806122,0.402345973,4
13,19,0.131377551,0.338028452,4
11,19,0.109693878,0.312707303,4
14,19,0.154336735,0.361501861,4
15,19,0.169642857,0.375558333,4
15,19,0.18877551,0.391580001,4
15,19,0.128826531,0.335221702,4
13,19,0.221938776,0.415815457,4
11,19,0.121173469,0.326537077,4
13,19,0.155612245,0.362718743,4
9,19,0.133928571,0.340792968,4
13,19,0.151785714,0.359042113,4
13,19,0.133928571,0.340792968,4
19,19,0.173469388,0.378894276,4
17,19,0.221938776,0.415815457,4
19,17,0.205357143,0.404220234,4
19,15,0.176020408,0.381080643,4
18,19,0.239795918,0.427231378,4
15,19,0.1875,0.390561537,4
17,19,0.18622449,0.389536228,4
19,18,0.219387755,0.414095987,4
12,19,0.146683673,0.354016143,4
15,19,0.156887755,0.36392708,4
15,19,0.174744898,0.379991176,4
13,19,0.173469388,0.378894276,4
15,19,0.164540816,0.371002292,4
15,19,0.1875,0.390561537,4
15,19,0.172193878,0.37778988,4
19,19,0.200255102,0.400446668,4
17,19,0.159438776,0.366318457,4
16,19,0.191326531,0.393596607,4
12,19,0.160714286,0.367501662,4
19,19,0.223214286,0.416666667,4
19,15,0.146683673,0.354016143,4
19,19,0.219387755,0.414095987,4
19,19,0.243622449,0.429541489,4
14,19,0.210459184,0.407895002,4
14,19,0.155612245,0.362718743,4
15,19,0.19005102,0.392591674,4
11,19,0.136479592,0.34351627,4
17,19,0.213010204,0.409696171,4
19,17,0.262755102,0.440411466,4
19,19,0.232142857,0.422469176,4
13,19,0.132653061,0.339415924,4
17,19,0.177295918,0.382162743,4
14,19,0.191326531,0.393596607,4
12,19,0.151785714,0.359042113,4
16,19,0.204081633,0.403286212,4
12,19,0.128826531,0.335221702,4
11,19,0.116071429,0.320515031,4
15,19,0.147959184,0.355286179,4
13,19,0.141581633,0.348843077,4
19,19,0.253826531,0.435477337,4
11,19,0.169642857,0.375558333,4
14,19,0.144132653,0.351448399,4
19,19,0.182397959,0.386418688,4
15,19,0.221938776,0.415815457,4
12,19,0.147959184,0.355286179,4
19,17,0.169642857,0.375558333,4
15,19,0.193877551,0.395586462,4
19,19,0.164540816,0.371002292,4
17,19,0.170918367,0.376677921,4
17,19,0.172193878,0.37778988,4
13,19,0.142857143,0.350150488,4
17,19,0.220663265,0.414958576,4
15,19,0.163265306,0.369843502,4
13,19,0.151785714,0.359042113,4
17,19,0.200255102,0.400446668,4
17,19,0.164540816,0.371002292,4
10,19,0.137755102,0.344862771,4
15,19,0.164540816,0.371002292,4
15,19,0.209183673,0.406985425,4
11,19,0.179846939,0.384305085,4
19,19,0.258928571,0.43832594,4
19,17,0.149234694,0.356547122,4
14,19,0.174744898,0.379991176,4
13,19,0.136479592,0.34351627,4
9,19,0.145408163,0.352736917,4
11,19,0.125,0.330930034,4
18,19,0.221938776,0.415815457,4
13,19,0.18494898,0.388504021,4
15,19,0.154336735,0.361501861,4
19,19,0.216836735,0.412353546,4
13,19,0.178571429,0.383237536,4
15,19,0.173469388,0.378894276,4
19,19,0.159438776,0.366318457,4
19,15,0.228316327,0.420015474,4
17,19,0.158163265,0.365126957,4
15,19,0.161989796,0.36867665,4
15,19,0.209183673,0.406985425,4
19,19,0.19005102,0.392591674,4
13,19,0.114795918,0.318978989,4
13,19,0.136479592,0.34351627,4
13,19,0.18622449,0.389536228,4
17,19,0.204081633,0.403286212,4
9,19,0.121173469,0.326537077,4
19,19,0.279336735,0.44895971,4
13,19,0.133928571,0.340792968,4
9,19,0.135204082,0.342159708,4
13,19,0.167091837,0.373295991,4
17,19,0.181122449,0.385365449,4
14,19,0.140306122,0.347526061,4
11,19,0.167091837,0.373295991,4
17,19,0.206632653,0.405148082,4
19,19,0.216836735,0.412353546,4
15,19,0.164540816,0.371002292,4
19,17,0.267857143,0.443125437,4
13,19,0.223214286,0.416666667,4
15,19,0.204081633,0.403286212,4
15,19,0.235969388,0.424874203,4
13,19,0.167091837,0.373295991,4
13,19,0.137755102,0.344862771,4
13,19,0.196428571,0.397549968,4
19,19,0.227040816,0.419186609,4
17,19,0.196428571,0.397549968,4
15,19,0.137755102,0.344862771,4
17,19,0.204081633,0.403286212,4
15,19,0.200255102,0.400446668,4
16,19,0.183673469,0.387464859,4
9,19,0.12627551,0.332371648,4
15,19,0.135204082,0.342159708,4
11,19,0.141581633,0.348843077,4
17,19,0.156887755,0.36392708,4
16,19,0.225765306,0.418352209,4
17,19,0.172193878,0.37778988,4
17,19,0.159438776,0.366318457,4
15,19,0.172193878,0.37778988,4
19,15,0.170918367,0.376677921,4
11,19,0.147959184,0.355286179,4
15,19,0.165816327,0.372153097,4
17,19,0.18494898,0.388504021,4
17,19,0.163265306,0.369843502,4
14,19,0.195153061,0.396571484,4
17,19,0.206632653,0.405148082,4
15,19,0.163265306,0.369843502,4
11,19,0.12244898,0.3280129,4
17,19,0.197704082,0.398521962,4
15,19,0.145408163,0.352736917,4
11,19,0.167091837,0.373295991,4
12,19,0.18622449,0.389536228,4
11,19,0.130102041,0.336630421,4
19,19,0.234693878,0.424077884,4
19,19,0.205357143,0.404220234,4
9,19,0.146683673,0.354016143,4
13,19,0.174744898,0.379991176,4
17,19,0.225765306,0.418352209,4
19,19,0.242346939,0.428776634,4
19,14,0.176020408,0.381080643,4
17,19,0.176020408,0.381080643,4
13,19,0.18622449,0.389536228,4
17,19,0.183673469,0.387464859,4
11,19,0.153061224,0.360276347,4
13,19,0.150510204,0.357799069,4
19,19,0.195153061,0.396571484,4
19,19,0.242346939,0.428776634,4
17,19,0.265306122,0.441777911,4
13,19,0.114795918,0.318978989,4
19,15,0.161989796,0.36867665,4
19,15,0.227040816,0.419186609,4
15,19,0.165816327,0.372153097,4
11,19,0.139030612,0.34619933,4
11,19,0.156887755,0.36392708,4
17,19,0.173469388,0.378894276,4
11,19,0.133928571,0.340792968,4
19,19,0.265306122,0.441777911,4
15,19,0.165816327,0.372153097,4
15,19,0.159438776,0.366318457,4
15,19,0.195153061,0.396571484,4
11,19,0.149234694,0.356547122,4
15,19,0.191326531,0.393596607,4
13,19,0.18494898,0.388504021,4
15,19,0.173469388,0.378894276,4
19,19,0.192602041,0.394594853,4
17,19,0.19005102,0.392591674,4
13,19,0.159438776,0.366318457,4
12,19,0.131377551,0.338028452,4
17,19,0.191326531,0.393596607,4
11,19,0.133928571,0.340792968,4
14,19,0.149234694,0.356547122,4
15,19,0.136479592,0.34351627,4
11,19,0.12372449,0.329477167,4
13,19,0.140306122,0.347526061,4
15,19,0.167091837,0.373295991,4
15,19,0.173469388,0.378894276,4
15,19,0.173469388,0.378894276,4
12,19,0.142857143,0.350150488,4
17,19,0.173469388,0.378894276,4
19,19,0.215561224,0.41147362,4
16,19,0.196428571,0.397549968,4
15,19,0.213010204,0.409696171,4
19,19,0.18622449,0.389536228,4
19,19,0.204081633,0.403286212,4
11,19,0.154336735,0.361501861,4
19,19,0.216836735,0.412353546,4
11,19,0.150510204,0.357799069,4
15,19,0.206632653,0.405148082,4
13,19,0.149234694,0.356547122,4
15,19,0.153061224,0.360276347,4
19,19,0.201530612,0.401399473,4
15,19,0.235969388,0.424874203,4
11,19,0.144132653,0.351448399,4
19,19,0.224489796,0.417512239,4
15,19,0.172193878,0.37778988,4
19,17,0.174744898,0.379991176,4
13,19,0.198979592,0.399487513,4
13,19,0.178571429,0.383237536,4
17,19,0.219387755,0.414095987,4
11,19,0.158163265,0.365126957,4
17,19,0.216836735,0.412353546,4
19,19,0.202806122,0.402345973,4
13,19,0.150510204,0.357799069,4
17,19,0.24872449,0.432549725,4
19,19,0.210459184,0.407895002,4
13,19,0.151785714,0.359042113,4
17,19,0.242346939,0.428776634,4
11,19,0.119897959,0.325049543,4
19,17,0.173469388,0.378894276,4
13,19,0.144132653,0.351448399,4
15,19,0.195153061,0.396571484,4
19,18,0.262755102,0.440411466,4
19,19,0.200255102,0.400446668,4
13,19,0.204081633,0.403286212,4
14,19,0.141581633,0.348843077,4
17,19,0.159438776,0.366318457,4
17,19,0.198979592,0.399487513,4
18,19,0.237244898,0.425665205,4
18,19,0.204081633,0.403286212,4
17,19,0.150510204,0.357799069,4
15,19,0.155612245,0.362718743,4
17,19,0.1875,0.390561537,4
15,19,0.1875,0.390561537,4
19,19,0.200255102,0.400446668,4
17,19,0.206632653,0.405148082,4
19,19,0.243622449,0.429541489,4
19,19,0.201530612,0.401399473,4
17,19,0.230867347,0.421656725,4
10,19,0.117346939,0.322038688,4
15,19,0.18877551,0.391580001,4
9,19,0.108418367,0.311106538,4
10,19,0.12627551,0.332371648,4
11,19,0.172193878,0.37778988,4
15,19,0.159438776,0.366318457,4
11,19,0.135204082,0.342159708,4
13,19,0.191326531,0.393596607,4
15,19,0.182397959,0.386418688,4
19,19,0.227040816,0.419186609,4
15,19,0.12755102,0.333802157,4
19,17,0.159438776,0.366318457,4
11,19,0.118622449,0.323550135,4
16,19,0.215561224,0.41147362,4
17,19,0.18494898,0.388504021,4
19,19,0.191326531,0.393596607,4
16,19,0.146683673,0.354016143,4
16,19,0.191326531,0.393596607,4
19,19,0.241071429,0.428006606,4
18,19,0.150510204,0.357799069,4
19,19,0.218112245,0.413227656,4
15,19,0.173469388,0.378894276,4
11,19,0.156887755,0.36392708,4
19,17,0.207908163,0.406069798,4
16,19,0.179846939,0.384305085,4
13,19,0.1875,0.390561537,4
13,19,0.168367347,0.374431046,4
19,19,0.230867347,0.421656725,4
11,19,0.12627551,0.332371648,4
11,19,0.153061224,0.360276347,4
17,19,0.197704082,0.398521962,4
11,19,0.160714286,0.367501662,4
15,19,0.155612245,0.362718743,4
13,19,0.150510204,0.357799069,4
19,19,0.195153061,0.396571484,4
19,19,0.206632653,0.405148082,4
11,19,0.116071429,0.320515031,4
19,19,0.18494898,0.388504021,4
18,19,0.218112245,0.413227656,4
14,19,0.179846939,0.384305085,4
11,19,0.132653061,0.339415924,4
19,19,0.221938776,0.415815457,4
17,19,0.195153061,0.396571484,4
15,19,0.181122449,0.385365449,4
11,19,0.137755102,0.344862771,4
15,19,0.179846939,0.384305085,4
9,19,0.165816327,0.372153097,4
13,19,0.173469388,0.378894276,4
11,19,0.150510204,0.357799069,4
15,19,0.195153061,0.396571484,4
17,19,0.209183673,0.406985425,4
17,19,0.167091837,0.373295991,4
19,19,0.229591837,0.420838835,4
14,19,0.146683673,0.354016143,4
17,19,0.19005102,0.392591674,4
17,19,0.211734694,0.408798571,4
17,19,0.198979592,0.399487513,4
15,19,0.156887755,0.36392708,4
16,19,0.1875,0.390561537,4
17,19,0.179846939,0.384305085,4
15,19,0.141581633,0.348843077,4
15,19,0.18622449,0.389536228,4
10,19,0.12755102,0.333802157,4
13,19,0.160714286,0.367501662,4
16,19,0.206632653,0.405148082,4
15,19,0.195153061,0.396571484,4
13,19,0.196428571,0.397549968,4
18,19,0.204081633,0.403286212,4
19,17,0.204081633,0.403286212,4
18,19,0.167091837,0.373295991,4
11,19,0.142857143,0.350150488,4
13,19,0.182397959,0.386418688,4
19,17,0.161989796,0.36867665,4
17,19,0.18494898,0.388504021,4
18,19,0.198979592,0.399487513,4
19,19,0.198979592,0.399487513,4
17,19,0.224489796,0.417512239,4
17,19,0.18622449,0.389536228,4
13,19,0.183673469,0.387464859,4
12,19,0.173469388,0.378894276,4
17,19,0.233418367,0.423276218,4
12,19,0.153061224,0.360276347,4
15,19,0.182397959,0.386418688,4
19,17,0.18494898,0.388504021,4
15,19,0.170918367,0.376677921,4
17,19,0.177295918,0.382162743,4
15,19,0.156887755,0.36392708,4
16,19,0.146683673,0.354016143,4
19,19,0.257653061,0.437621111,4
12,19,0.160714286,0.367501662,4
17,19,0.182397959,0.386418688,4
14,19,0.167091837,0.373295991,4
19,19,0.241071429,0.428006606,4
11,19,0.144132653,0.351448399,4
15,19,0.145408163,0.352736917,4
11,19,0.145408163,0.352736917,4
14,19,0.167091837,0.373295991,4
15,19,0.179846939,0.384305085,4
14,19,0.151785714,0.359042113,4
17,19,0.207908163,0.406069798,4
19,19,0.272959184,0.445764421,4
17,19,0.264030612,0.441097064,4
19,19,0.244897959,0.430301198,4
15,19,0.1875,0.390561537,4
15,19,0.149234694,0.356547122,4
18,19,0.18877551,0.391580001,4
11,19,0.159438776,0.366318457,4
17,19,0.177295918,0.382162743,4
9,19,0.104591837,0.306222128,4
19,17,0.211734694,0.408798571,4
19,19,0.220663265,0.414958576,4
17,19,0.230867347,0.421656725,4
15,19,0.253826531,0.435477337,4
11,19,0.121173469,0.326537077,4
19,19,0.260204082,0.439025927,4
13,19,0.142857143,0.350150488,4
13,19,0.142857143,0.350150488,4
17,19,0.158163265,0.365126957,4
13,19,0.149234694,0.356547122,4
13,19,0.155612245,0.362718743,4
19,19,0.211734694,0.408798571,4
11,19,0.145408163,0.352736917,4
14,19,0.169642857,0.375558333,4
15,19,0.1875,0.390561537,4
12,19,0.153061224,0.360276347,4
16,19,0.221938776,0.415815457,4
15,19,0.168367347,0.374431046,4
17,19,0.210459184,0.407895002,4
11,19,0.161989796,0.36867665,4
17,19,0.218112245,0.413227656,4
19,19,0.223214286,0.416666667,4
19,17,0.160714286,0.367501662,4
13,19,0.169642857,0.375558333,4
15,19,0.205357143,0.404220234,4
15,19,0.153061224,0.360276347,4
18,19,0.229591837,0.420838835,4
15,19,0.178571429,0.383237536,4
15,19,0.215561224,0.41147362,4
13,19,0.144132653,0.351448399,4
13,19,0.147959184,0.355286179,4
11,19,0.12372449,0.329477167,4
15,19,0.246173469,0.43105579,4
17,19,0.211734694,0.408798571,4
17,19,0.159438776,0.366318457,4
14,19,0.173469388,0.378894276,4
16,19,0.304846939,0.460636438,4
15,19,0.239795918,0.427231378,4
19,19,0.25127551,0.434023507,4
19,18,0.25,0.433289122,4
17,19,0.169642857,0.375558333,4
11,19,0.12627551,0.332371648,4
13,19,0.176020408,0.381080643,4
11,19,0.109693878,0.312707303,4
19,19,0.213010204,0.409696171,4
15,19,0.159438776,0.366318457,4
19,19,0.230867347,0.421656725,4
15,19,0.130102041,0.336630421,4
19,18,0.253826531,0.435477337,4
17,19,0.215561224,0.41147362,4
16,19,0.200255102,0.400446668,4
17,19,0.176020408,0.381080643,4
19,19,0.262755102,0.440411466,4
13,19,0.147959184,0.355286179,4
19,19,0.207908163,0.406069798,4
19,19,0.216836735,0.412353546,4
15,19,0.204081633,0.403286212,4
19,19,0.243622449,0.429541489,4
14,19,0.182397959,0.386418688,4
19,19,0.160714286,0.367501662,4
19,19,0.163265306,0.369843502,4
19,19,0.198979592,0.399487513,4
13,19,0.172193878,0.37778988,4
10,19,0.137755102,0.344862771,4
15,19,0.195153061,0.396571484,4
15,19,0.168367347,0.374431046,4
16,19,0.201530612,0.401399473,4
15,19,0.154336735,0.361501861,4
19,19,0.224489796,0.417512239,4
17,19,0.227040816,0.419186609,4
13,19,0.136479592,0.34351627,4
19,19,0.195153061,0.396571484,4
17,19,0.161989796,0.36867665,4
13,19,0.202806122,0.402345973,4
17,19,0.156887755,0.36392708,4
19,19,0.164540816,0.371002292,4
15,19,0.130102041,0.336630421,4
13,19,0.177295918,0.382162743,4
16,19,0.244897959,0.430301198,4
17,19,0.170918367,0.376677921,4
19,17,0.176020408,0.381080643,4
17,19,0.167091837,0.373295991,4
14,19,0.198979592,0.399487513,4
18,19,0.205357143,0.404220234,4
13,19,0.147959184,0.355286179,4
15,19,0.155612245,0.362718743,4
15,19,0.206632653,0.405148082,4
12,19,0.169642857,0.375558333,4
15,19,0.177295918,0.382162743,4
18,19,0.25255102,0.434752903,4
15,19,0.156887755,0.36392708,4
19,19,0.215561224,0.41147362,4
19,19,0.211734694,0.408798571,4
15,19,0.196428571,0.397549968,4
13,19,0.161989796,0.36867665,4
17,19,0.25,0.433289122,4
9,19,0.145408163,0.352736917,4
12,19,0.172193878,0.37778988,4
11,19,0.135204082,0.342159708,4
8,19,0.109693878,0.312707303,4
15,19,0.174744898,0.379991176,4
15,19,0.136479592,0.34351627,4
19,19,0.205357143,0.404220234,4
19,19,0.204081633,0.403286212,4
19,19,0.211734694,0.408798571,4
17,19,0.18877551,0.391580001,4
15,19,0.147959184,0.355286179,4
19,19,0.213010204,0.409696171,4
19,19,0.25255102,0.434752903,4
13,19,0.18622449,0.389536228,4
16,19,0.204081633,0.403286212,4
15,19,0.219387755,0.414095987,4
17,19,0.191326531,0.393596607,4
18,19,0.18494898,0.388504021,4
13,19,0.149234694,0.356547122,4
11,19,0.140306122,0.347526061,4
9,19,0.110969388,0.314294733,4
13,19,0.135204082,0.342159708,4
17,19,0.150510204,0.357799069,4
15,19,0.197704082,0.398521962,4
13,19,0.146683673,0.354016143,4
11,19,0.140306122,0.347526061,4
17,19,0.182397959,0.386418688,4
9,19,0.132653061,0.339415924,4
18,19,0.18877551,0.391580001,4
15,19,0.158163265,0.365126957,4
19,19,0.170918367,0.376677921,4
15,19,0.183673469,0.387464859,4
7,19,0.093112245,0.29077517,4
15,19,0.144132653,0.351448399,4
19,19,0.229591837,0.420838835,4
9,19,0.12372449,0.329477167,4
11,19,0.12627551,0.332371648,4
14,19,0.172193878,0.37778988,4
13,19,0.169642857,0.375558333,4
14,19,0.204081633,0.403286212,4
17,19,0.153061224,0.360276347,4
9,19,0.149234694,0.356547122,4
15,19,0.176020408,0.381080643,4
19,18,0.155612245,0.362718743,4
19,19,0.221938776,0.415815457,4
11,19,0.156887755,0.36392708,4
13,19,0.149234694,0.356547122,4
15,19,0.163265306,0.369843502,4
13,19,0.144132653,0.351448399,4
13,19,0.179846939,0.384305085,4
19,19,0.193877551,0.395586462,4
13,19,0.158163265,0.365126957,4
18,19,0.216836735,0.412353546,4
11,19,0.150510204,0.357799069,4
17,19,0.229591837,0.420838835,4
13,19,0.161989796,0.36867665,4
18,19,0.181122449,0.385365449,4
13,19,0.224489796,0.417512239,4
19,19,0.270408163,0.444454218,4
14,19,0.197704082,0.398521962,4
14,19,0.146683673,0.354016143,4
15,19,0.146683673,0.354016143,4
13,19,0.176020408,0.381080643,4
12,19,0.159438776,0.366318457,4
19,19,0.241071429,0.428006606,4
15,19,0.174744898,0.379991176,4
16,19,0.18877551,0.391580001,4
13,19,0.156887755,0.36392708,4
15,19,0.176020408,0.381080643,4
19,19,0.224489796,0.417512239,4
15,19,0.195153061,0.396571484,4
17,19,0.24872449,0.432549725,4
17,19,0.229591837,0.420838835,4
15,19,0.18622449,0.389536228,4
13,19,0.155612245,0.362718743,4
16,19,0.150510204,0.357799069,4
19,19,0.242346939,0.428776634,4
19,19,0.283163265,0.450822655,4
16,19,0.18877551,0.391580001,4
11,19,0.164540816,0.371002292,4
19,19,0.214285714,0.410587841,4
19,19,0.209183673,0.406985425,4
13,19,0.147959184,0.355286179,4
15,19,0.196428571,0.397549968,4
16,19,0.158163265,0.365126957,4
13,19,0.141581633,0.348843077,4
11,19,0.174744898,0.379991176,4
15,19,0.168367347,0.374431046,4
19,19,0.233418367,0.423276218,4
13,19,0.164540816,0.371002292,4
11,19,0.155612245,0.362718743,4
19,19,0.206632653,0.405148082,4
17,19,0.182397959,0.386418688,4
13,19,0.154336735,0.361501861,4
19,19,0.209183673,0.406985425,4
19,17,0.206632653,0.405148082,4
19,19,0.228316327,0.420015474,4
17,19,0.221938776,0.415815457,4
15,19,0.173469388,0.378894276,4
19,17,0.154336735,0.361501861,4
19,19,0.209183673,0.406985425,4
15,19,0.183673469,0.387464859,4
11,19,0.147959184,0.355286179,4
19,19,0.253826531,0.435477337,4
18,19,0.242346939,0.428776634,4
19,19,0.215561224,0.41147362,4
19,15,0.193877551,0.395586462,4
13,19,0.195153061,0.396571484,4
15,19,0.147959184,0.355286179,4
15,19,0.183673469,0.387464859,4
15,19,0.18877551,0.391580001,4
19,19,0.227040816,0.419186609,4
13,19,0.176020408,0.381080643,4
17,19,0.192602041,0.394594853,4
17,19,0.198979592,0.399487513,4
19,19,0.215561224,0.41147362,4
19,19,0.172193878,0.37778988,4
15,19,0.158163265,0.365126957,4
13,19,0.142857143,0.350150488,4
19,19,0.198979592,0.399487513,4
10,19,0.119897959,0.325049543,4
17,19,0.218112245,0.413227656,4
13,19,0.183673469,0.387464859,4
12,19,0.128826531,0.335221702,4
13,19,0.164540816,0.371002292,4
16,19,0.202806122,0.402345973,4
19,19,0.178571429,0.383237536,4
11,19,0.163265306,0.369843502,4
19,17,0.181122449,0.385365449,4
19,19,0.224489796,0.417512239,4
19,19,0.258928571,0.43832594,4
19,17,0.165816327,0.372153097,4
19,19,0.25,0.433289122,4
14,19,0.178571429,0.383237536,4
17,19,0.205357143,0.404220234,4
19,19,0.220663265,0.414958576,4
14,19,0.207908163,0.406069798,4
17,19,0.19005102,0.392591674,4
19,19,0.197704082,0.398521962,4
19,17,0.225765306,0.418352209,4
13,19,0.168367347,0.374431046,4
19,19,0.233418367,0.423276218,4
19,19,0.225765306,0.418352209,4
19,17,0.24744898,0.43180529,4
19,15,0.182397959,0.386418688,4
11,19,0.160714286,0.367501662,4
19,16,0.202806122,0.402345973,4
13,19,0.209183673,0.406985425,4
13,19,0.144132653,0.351448399,4
13,19,0.136479592,0.34351627,4
15,19,0.158163265,0.365126957,4
16,19,0.174744898,0.379991176,4
13,19,0.174744898,0.379991176,4
11,19,0.135204082,0.342159708,4
19,17,0.24744898,0.43180529,4
13,19,0.136479592,0.34351627,4
15,19,0.183673469,0.387464859,4
19,19,0.220663265,0.414958576,4
16,19,0.205357143,0.404220234,4
11,19,0.158163265,0.365126957,4
13,19,0.18494898,0.388504021,4
19,19,0.219387755,0.414095987,4
13,19,0.154336735,0.361501861,4
19,19,0.195153061,0.396571484,4
15,19,0.159438776,0.366318457,4
18,19,0.215561224,0.41147362,4
15,19,0.201530612,0.401399473,4
19,19,0.202806122,0.402345973,4
16,19,0.215561224,0.41147362,4
17,19,0.158163265,0.365126957,4
13,19,0.137755102,0.344862771,4
15,19,0.145408163,0.352736917,4
13,19,0.137755102,0.344862771,4
15,19,0.19005102,0.392591674,4
18,19,0.219387755,0.414095987,4
11,19,0.150510204,0.357799069,4
17,19,0.195153061,0.396571484,4
19,19,0.213010204,0.409696171,4
16,19,0.210459184,0.407895002,4
15,19,0.211734694,0.408798571,4
15,19,0.235969388,0.424874203,4
18,19,0.238520408,0.426450921,4
13,19,0.165816327,0.372153097,4
19,19,0.24872449,0.432549725,4
19,19,0.197704082,0.398521962,4
15,19,0.139030612,0.34619933,4
14,19,0.142857143,0.350150488,4
15,19,0.168367347,0.374431046,4
17,19,0.211734694,0.408798571,4
9,19,0.108418367,0.311106538,4
17,19,0.213010204,0.409696171,4
7,19,0.094387755,0.292554055,4
17,19,0.155612245,0.362718743,4
11,19,0.133928571,0.340792968,4
16,19,0.1875,0.390561537,4
17,19,0.1875,0.390561537,4
11,19,0.183673469,0.387464859,4
15,19,0.195153061,0.396571484,4
19,19,0.235969388,0.424874203,4
15,19,0.141581633,0.348843077,4
17,19,0.209183673,0.406985425,4
17,19,0.161989796,0.36867665,4
19,15,0.200255102,0.400446668,4
13,19,0.154336735,0.361501861,4
13,19,0.149234694,0.356547122,4
17,19,0.146683673,0.354016143,4
19,19,0.205357143,0.404220234,4
15,19,0.150510204,0.357799069,4
13,19,0.167091837,0.373295991,4
17,19,0.160714286,0.367501662,4
18,19,0.262755102,0.440411466,4
13,19,0.195153061,0.396571484,4
13,19,0.159438776,0.366318457,4
12,19,0.18494898,0.388504021,4
16,19,0.172193878,0.37778988,4
16,19,0.206632653,0.405148082,4
19,19,0.181122449,0.385365449,4
17,19,0.174744898,0.379991176,4
15,19,0.12627551,0.332371648,4
19,19,0.168367347,0.374431046,4
13,19,0.165816327,0.372153097,4
11,19,0.159438776,0.366318457,4
15,19,0.202806122,0.402345973,4
15,19,0.182397959,0.386418688,4
16,19,0.18494898,0.388504021,4
19,19,0.221938776,0.415815457,4
13,19,0.132653061,0.339415924,4
12,19,0.135204082,0.342159708,4
11,19,0.121173469,0.326537077,4
13,19,0.177295918,0.382162743,4
17,19,0.227040816,0.419186609,4
17,19,0.191326531,0.393596607,4
19,19,0.214285714,0.410587841,4
19,17,0.18494898,0.388504021,4
15,19,0.206632653,0.405148082,4
17,19,0.25,0.433289122,4
11,19,0.161989796,0.36867665,4
13,19,0.146683673,0.354016143,4
13,19,0.168367347,0.374431046,4
10,19,0.147959184,0.355286179,4
15,19,0.192602041,0.394594853,4
19,19,0.181122449,0.385365449,4
11,19,0.154336735,0.361501861,4
9,19,0.141581633,0.348843077,4
13,19,0.174744898,0.379991176,4
19,19,0.243622449,0.429541489,4
13,19,0.158163265,0.365126957,4
17,19,0.241071429,0.428006606,4
10,19,0.147959184,0.355286179,4
13,19,0.165816327,0.372153097,4
17,19,0.191326531,0.393596607,4
16,19,0.214285714,0.410587841,4
11,19,0.149234694,0.356547122,4
16,19,0.1875,0.390561537,4
17,19,0.237244898,0.425665205,4
13,19,0.12627551,0.332371648,4
13,19,0.18494898,0.388504021,4
11,19,0.113520408,0.317430383,4
19,19,0.213010204,0.409696171,4
19,19,0.255102041,0.436196834,4
19,17,0.206632653,0.405148082,4
18,19,0.161989796,0.36867665,4
9,19,0.12755102,0.333802157,4
17,19,0.234693878,0.424077884,4
11,19,0.214285714,0.410587841,4
13,19,0.198979592,0.399487513,4
13,19,0.154336735,0.361501861,4
17,19,0.192602041,0.394594853,4
13,19,0.170918367,0.376677921,4
17,19,0.270408163,0.444454218,4
11,19,0.151785714,0.359042113,4
17,19,0.177295918,0.382162743,4
13,19,0.202806122,0.402345973,4
19,19,0.253826531,0.435477337,4
15,19,0.153061224,0.360276347,4
15,19,0.176020408,0.381080643,4
15,19,0.230867347,0.421656725,4
18,19,0.205357143,0.404220234,4
9,19,0.147959184,0.355286179,4
19,19,0.266581633,0.442454028,4
13,19,0.149234694,0.356547122,4
15,19,0.207908163,0.406069798,4
11,19,0.150510204,0.357799069,4
11,19,0.153061224,0.360276347,4
14,19,0.164540816,0.371002292,4
16,19,0.145408163,0.352736917,4
16,19,0.179846939,0.384305085,4
11,19,0.153061224,0.360276347,4
12,19,0.135204082,0.342159708,4
19,19,0.206632653,0.405148082,4
13,19,0.150510204,0.357799069,4
16,19,0.136479592,0.34351627,4
11,19,0.150510204,0.357799069,4
14,19,0.160714286,0.367501662,4
19,17,0.18622449,0.389536228,4
15,19,0.176020408,0.381080643,4
13,19,0.147959184,0.355286179,4
19,19,0.213010204,0.409696171,4
15,19,0.182397959,0.386418688,4
17,19,0.200255102,0.400446668,4
19,19,0.230867347,0.421656725,4
15,19,0.181122449,0.385365449,4
11,19,0.153061224,0.360276347,4
17,19,0.233418367,0.423276218,4
19,19,0.149234694,0.356547122,4
13,19,0.174744898,0.379991176,4
11,19,0.125,0.330930034,4
